A,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
"Investigate, analyse and synthesize complex information, problems, concepts and theories in relation to a range of legal traditions within which family law is situated;",24,96.33,66.17,48.89,1,24,45.83,83.33,37.5,4.17,0,0,0,0,0,0,4.17,4.17,16.67,4.17,0,8.33,0,4.17,4.17,0,4.17,0,0,4.17,0,4.17,0,0,0,4.17,4.17,0,0,0,25,16.67,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,20.83,12.5,0,4.17,0,4.17,0,4.17,0,8.33,0,8.33,0,16.67,4.17,4.17,4.17,0,0,0,0,0,0,0,0,16.67,0,12.5,0,4.17,0,0,0,0,0,0,0
"Investigate, analyse and synthesize complex information, problems, concepts and theories in relation to international, regional and local approaches to the rights of sexual minorities;",24,98.14,50,98.01,1,24,54.17,83.33,33.33,0,0,0,0,0,0,0,0,4.17,16.67,0,0,12.5,0,0,4.17,0,0,0,0,4.17,0,4.17,0,0,0,0,0,0,0,0,25,16.67,0,4.17,4.17,0,0,0,0,0,0,4.17,0,0,4.17,0,12.5,4.17,0,0,4.17,4.17,0,0,0,20.83,4.17,16.67,0,8.33,0,0,4.17,0,0,0,0,0,0,0,0,20.83,0,16.67,0,4.17,0,0,0,0,0,0,0
"Investigate, analyse and synthesize complex legal and policy issues impacting the evolution of the application of the law to sport, including balancing protection of the 'integrity and spirit of sport' with athlete rights; commercial interests with societal interests; and competition with competitive balance;",43,99,59.18,1,95.29,43,44.19,81.4,39.53,0,0,0,0,0,0,0,0,9.3,20.93,0,0,9.3,0,0,2.33,0,0,0,0,4.65,4.65,0,0,0,0,2.33,0,0,0,0,4.65,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.63,0,4.65,9.3,0,2.33,0,0,0,0,0,0,0,20.93,6.98,0,2.33,2.33,0,0,0,0,0,0,0,16.28,0,4.65,0,6.98,0,0,0,0,4.65,0,0
"Investigate, analyse, and synthesise complex information, concepts and theories in relation to Chinese law and policy",16,85.32,50,95.6,25.77,16,56.25,81.25,31.25,0,0,0,0,0,0,0,0,0,12.5,0,0,18.75,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,18.75,6.25,0,12.5,0,0,0,0,0,6.25,0,6.25,0,25,0,0,6.25,0,0,0,0,0,0,0,0,18.75,0,18.75,0,0,0,0,0,0,0,0,0
"Investigate, analyse, synthesise and communicate effectively on a complex theoretical concept or problem in an area of occupational therapy practice that contributes to professional practice or scholarship.",27,97.84,35.54,79.42,1,27,59.26,88.89,37.04,3.7,0,0,0,0,0,0,3.7,7.41,14.81,0,0,11.11,0,0,3.7,0,0,0,0,3.7,0,3.7,0,0,0,3.7,0,0,0,0,25.93,11.11,3.7,3.7,11.11,0,7.41,0,0,0,0,3.7,0,3.7,0,0,14.81,3.7,7.41,0,0,3.7,0,7.41,0,11.11,0,11.11,0,25.93,0,0,7.41,0,0,0,0,0,0,0,0,11.11,3.7,7.41,0,0,0,0,0,0,0,0,0
"Investigate, analyse, synthesise and discuss the complexities of International Refugee Law and Practice problems, concepts and theories",17,85.92,72.17,1,1,17,64.71,76.47,29.41,0,0,0,0,0,0,0,0,5.88,5.88,0,0,17.65,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,5.88,0,0,0,0,17.65,5.88,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,17.65,0,5.88,5.88,0,5.88,0,5.88,0,5.88,0,5.88,0,23.53,0,0,5.88,0,0,0,0,0,0,0,0,17.65,0,17.65,0,0,0,0,0,0,0,0,0
"Investigate, analyze and synthesize complex information, problems, concepts along with a range of abstract ideas and theoretical rationales relevant to public policy processes and regulatory tools.",26,97.95,64.99,17.46,1,26,50,76.92,30.77,0,0,0,0,0,0,0,0,3.85,15.38,0,0,11.54,0,0,7.69,0,0,0,0,3.85,0,3.85,0,0,0,3.85,0,0,0,0,26.92,19.23,3.85,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,11.54,0,0,7.69,0,3.85,0,0,0,0,0,0,0,15.38,0,0,3.85,0,0,0,0,0,0,0,0,15.38,3.85,11.54,0,0,0,0,0,0,0,0,0
"Investigate, analyze and synthesize complex information, problems, concepts including critically evaluating the veracity of public policy and regulation theories and models based on knowledge of appropriate concepts from law, sociology, economics and political science.",34,97.21,61.58,14.7,1.76,34,58.82,79.41,29.41,0,0,0,0,0,0,0,0,2.94,14.71,0,0,11.76,0,2.94,8.82,0,0,0,0,2.94,0,2.94,0,0,0,2.94,0,0,0,0,23.53,14.71,2.94,2.94,2.94,0,0,0,0,0,0,0,0,0,0,0,14.71,0,0,11.76,0,2.94,0,0,0,2.94,0,2.94,0,23.53,0,0,5.88,0,0,0,0,0,0,0,0,17.65,2.94,14.71,0,0,0,0,0,0,0,0,0
"Investigate, consider and apply diverse design research approaches;",8,72.69,50,74.76,25.77,8,62.5,62.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,12.5,0,12.5,12.5,0,0,25,0,0,12.5,0,0,0,0,0,0,0,0,25,0,12.5,0,12.5,0,0,0,0,0,0,0
"investigate, describe, consider and evaluate a specific business issue",9,93.26,50,58.07,25.77,9,66.67,88.89,22.22,0,0,0,0,0,0,0,0,11.11,0,0,0,11.11,0,22.22,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,22.22,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,22.22,0,0,22.22,0,0,0,0,0,0,0,0,22.22,0,22.22,0,0,0,0,0,0,0,0,0
"Investigate, evaluate and select appropriate graphical and other formats for presentation of data",13,82.82,22.08,17.46,25.77,13,46.15,76.92,38.46,7.69,0,0,0,0,0,0,7.69,0,15.38,0,0,15.38,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,7.69,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,7.69,0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0
"Investigate, identify and synthesise information relevant to the principles, processes andchallenges of administering human rights law in a range of judicial contexts and generateappropriate and persuasive responses to the problems derived from these investigations.",34,99,72.17,2.14,1.76,34,50,70.59,38.24,2.94,0,0,0,0,0,0,2.94,8.82,17.65,0,0,8.82,0,0,2.94,0,0,0,0,2.94,0,2.94,0,0,0,5.88,0,0,0,0,17.65,8.82,5.88,2.94,0,0,0,0,0,0,0,0,0,0,0,0,8.82,0,0,5.88,0,2.94,0,0,0,2.94,0,2.94,0,8.82,0,0,5.88,0,0,0,0,0,0,0,0,8.82,2.94,5.88,0,0,0,0,0,0,0,0,0
"Investigate, interpret and assess selected societal change theories, methods and debates;",11,57.84,81.84,31.94,25.77,11,63.64,63.64,18.18,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,27.27,9.09,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,27.27,0,18.18,0,9.09,0,0,0,0,0,0,0
"Investigate, synthesise and analyse complex legal and policy issues relating to the balance between the advancement of science and technology with the public interest;",24,99,66.17,23.51,92.4,24,45.83,83.33,41.67,0,0,0,0,0,0,0,0,12.5,16.67,0,0,12.5,0,4.17,4.17,0,0,0,0,4.17,4.17,0,0,0,0,4.17,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,4.17,4.17,4.17,0,0,0,0,4.17,4.17,0,0,20.83,0,0,4.17,0,0,0,0,0,0,0,0,8.33,0,4.17,0,4.17,0,0,0,0,0,0,0
"Japanese literacy and communicative competence: Building on the competence in Japanese acquired through earlier studies, students will be able to identify and comprehend genre-specific features of Japanese evident in the popular culture genres studied and demonstrate an understanding of the ways in which they reflect and construct the social meanings embedded in the texts.",55,99,81.84,43.37,60.23,55,49.09,76.36,41.82,3.64,1.82,0,0,0,0,1.82,1.82,10.91,16.36,3.64,0,7.27,0,5.45,5.45,1.82,1.82,0,0,1.82,1.82,0,0,0,0,9.09,0,0,0,0,12.73,9.09,0,0,0,3.64,0,0,0,0,0,0,0,0,0,0,12.73,3.64,7.27,5.45,1.82,0,3.64,1.82,1.82,10.91,0,9.09,1.82,9.09,0,0,0,0,0,0,0,0,0,0,0,7.27,1.82,1.82,1.82,0,0,0,1.82,0,0,0,0
Judge and assess the OHSE and risk related consequences of chosen course of action;,14,97.73,76.25,13.15,1,14,14.29,78.57,35.71,0,0,0,0,0,0,0,0,7.14,14.29,0,0,14.29,0,0,0,0,0,0,0,7.14,0,7.14,7.14,0,0,7.14,0,0,0,0,14.29,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,0,7.14,0,14.29,0,0,0,7.14,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0
Judge the limitations of these methods;,6,99,50,1,25.77,6,33.33,83.33,50,16.67,0,0,0,0,0,0,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,0,0,0,0,0
Judge the limitations of these methods;,6,99,50,1,25.77,6,33.33,83.33,50,16.67,0,0,0,0,0,0,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,0,0,0,0,0
Judge the need to manage the road system and critique the role of advanced technology in addressing broader transportation issues and challenges,22,99,67.52,31.94,94.75,22,31.82,77.27,36.36,0,0,0,0,0,0,0,0,13.64,13.64,0,0,9.09,0,4.55,4.55,4.55,0,0,0,4.55,4.55,0,0,0,0,4.55,0,0,0,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,9.09,9.09,4.55,0,0,4.55,0,22.73,9.09,13.64,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
judge the suitability of alternative methodologies for conducting transport surveys,10,99,15.86,43.37,25.77,10,60,60,30,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Judge whether a particular real-world problem or application can usefully be modelled as a MAS,16,72.69,10.58,7.84,25.77,16,37.5,81.25,43.75,0,0,0,0,0,0,0,0,12.5,6.25,12.5,0,18.75,0,6.25,12.5,12.5,6.25,0,0,12.5,6.25,6.25,0,0,0,0,0,0,0,0,18.75,0,0,6.25,6.25,0,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,6.25,0,6.25,0,12.5,0,6.25,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,6.25,0,0,0,0
judge whether the current global trading system treats trade liberalisation as a means to an end (the end being sustainable and equitable development) or an end in itself,28,97.73,23.75,96.82,25.77,28,25,82.14,46.43,3.57,0,0,0,0,0,0,3.57,17.86,10.71,3.57,0,14.29,0,10.71,3.57,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,10.71,3.57,0,0,3.57,0,7.14,0,0,0,0,0,0,0,0,0,3.57,0,0,3.57,0,0,0,7.14,0,21.43,0,7.14,14.29,10.71,0,0,7.14,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,7.14,0
Justify a role for functional foods in the prevention and/or delay of onset of specific health disorders or disease syndromes;,21,99,31.71,68.01,25.77,21,33.33,85.71,42.86,0,0,0,0,0,0,0,0,9.52,19.05,0,0,14.29,0,0,4.76,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,19.05,4.76,4.76,0,9.52,4.76,9.52,0,0,0,0,19.05,0,14.29,0,4.76,4.76,0,0,0,0,4.76,0,0,0,9.52,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,9.52,0,0,0,4.76,0,0,0,0,0,0,4.76
Justify and apply the molecular basis of thermodynamics using the formalism of equilibriumstatistical mechanics.,14,99,50,1.06,25.77,14,42.86,57.14,35.71,0,0,0,0,0,0,0,0,14.29,14.29,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,7.14,21.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0
Justify and apply the molecular basis of thermodynamics using the formalism of equilibriumstatistical mechanics.,14,99,50,1.06,25.77,14,42.86,57.14,35.71,0,0,0,0,0,0,0,0,14.29,14.29,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,7.14,21.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0
"justify and interpret theoretical propositions, methodologies, conclusions and professional decisions taken within educational institutions in relation to SEL",18,97.07,50,99,25.77,18,61.11,83.33,27.78,0,0,0,0,0,0,0,0,0,16.67,0,0,11.11,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,27.78,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,11.11,5.56,0,0,5.56,0,5.56,0,0,11.11,0,11.11,0,16.67,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0
Justify approaches to solve a complex problem relevant to their project,11,99,81.84,85.21,1,11,54.55,100,36.36,9.09,9.09,0,0,0,0,9.09,0,9.09,18.18,0,0,0,0,9.09,18.18,0,0,0,0,9.09,0,9.09,0,0,0,9.09,0,0,0,0,36.36,27.27,18.18,9.09,0,0,0,0,0,0,0,0,0,0,0,0,27.27,0,9.09,0,9.09,9.09,0,9.09,0,9.09,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Justify capital and operating cost estimates, as well as the financial viability of the project, and determine the sensitivity to various engineering and commercial factors, and appraise the project viability.",30,95.84,50,1,84.54,30,53.33,73.33,43.33,0,0,0,0,0,0,0,0,13.33,13.33,0,3.33,20,0,3.33,10,10,0,0,3.33,3.33,3.33,0,0,0,0,0,0,0,0,0,6.67,6.67,3.33,0,0,0,0,0,0,0,0,3.33,0,3.33,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,16.67,0,0,6.67,0,0,3.33,0,0,0,3.33,0,13.33,3.33,10,0,0,0,0,0,0,0,0,0
Justify clinical decision making processes and strategies at both individual patient and healthcare system levels,15,84.62,74.76,98.01,25.77,15,53.33,73.33,20,0,0,0,0,0,0,0,0,0,6.67,0,0,13.33,0,6.67,0,0,0,0,6.67,0,0,0,0,0,0,6.67,0,0,0,0,20,13.33,13.33,0,0,0,0,0,0,0,0,6.67,0,6.67,0,0,6.67,0,6.67,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justify clinical decisions in simulated cases for patients with respiratory and/or cardiovascular conditions.,14,97.73,23.75,89.63,25.77,14,57.14,64.29,35.71,0,0,0,0,0,0,0,0,0,21.43,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,14.29,7.14,0,7.14,0,7.14,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,0,0,0,0,0,0,0,0,0,7.14
"Justify clinical decisions regarding patient diagnosis and management, using clinical knowledge and experience.",13,82.82,50,94.81,25.77,13,76.92,92.31,23.08,0,0,0,0,0,0,0,0,0,7.69,0,0,15.38,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.46,30.77,15.38,0,0,0,0,7.69,0,0,0,23.08,0,23.08,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,7.69,0,0,0,0,0,0,0,0,0
"Justify contemporary approaches and incentives to treat challenging diseases and injuries of the neural, cardiac, musculoskeletal systems",17,97.21,50,6.2,99,17,58.82,82.35,29.41,0,0,0,0,0,0,0,0,5.88,11.76,0,0,11.76,0,0,0,0,0,0,0,17.65,17.65,0,0,0,0,0,0,0,0,0,5.88,5.88,5.88,0,0,0,0,0,0,0,0,23.53,11.76,17.65,0,0,17.65,0,11.76,0,5.88,0,0,0,0,5.88,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,11.76,0,11.76,0,0,0,0,0,0,0,0,0
Justify contextually appropriate information access strategies,6,93.26,50,98.01,25.77,6,83.33,83.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justify decision making processes in legal practice.,7,99,50,99,25.77,7,57.14,85.71,14.29,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,14.29,0,14.29,0,14.29,0,28.57,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0
"Justify evidence based pharmacological recommendations relating to palliative care to healthcare consumers including patients, family members and multi-disciplinary healthcare professionals.",21,98.45,92.33,13.15,95.81,21,66.67,71.43,19.05,0,0,0,0,0,0,0,0,0,14.29,0,0,4.76,0,14.29,0,0,0,0,0,4.76,4.76,0,0,0,0,14.29,4.76,0,0,0,19.05,14.29,9.52,0,0,0,0,0,0,0,0,4.76,0,4.76,0,0,9.52,9.52,0,0,0,0,0,4.76,0,0,0,0,0,9.52,4.76,4.76,4.76,0,0,0,0,0,0,0,0,14.29,4.76,4.76,0,0,0,0,4.76,0,0,0,0
Justify potential psychosocial interventions distinguishing the different client groups and stages of change.,13,97.95,22.08,94.81,25.77,13,46.15,76.92,23.08,0,0,0,0,0,0,0,0,7.69,7.69,0,0,7.69,0,0,7.69,7.69,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,38.46,7.69,15.38,0,7.69,0,15.38,0,0,0,0,0,0,0,0,0,15.38,7.69,7.69,0,0,0,0,0,7.69,7.69,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0
Justify preliminary aircraft sizing based on mission requirements and weight correlations.,11,93.26,50,85.21,25.77,11,54.55,63.64,18.18,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,18.18,18.18,0,0,0,0,9.09,0,0,9.09,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
Justify proposed research through scholarly and critical discussion.,8,93.26,89.42,7.84,1,8,87.5,87.5,25,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,12.5,0,0,0,0,12.5,0,12.5,0,12.5,0,12.5,0,0,0,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0
Justify selection of a health promotion strategy/program,8,99,50,7.84,25.77,8,62.5,87.5,25,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,25,0,25,0,12.5,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5
Justify selection of investigations for the patient's presenting problems or conditions,11,99,18.16,2.4,1,11,63.64,63.64,36.36,0,0,0,0,0,0,0,0,9.09,18.18,0,0,9.09,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,27.27,9.09,9.09,9.09,9.09,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0
Justify selection of investigations for the patient's presenting problems or conditionsThemeslabel Theme IV,13,99,22.08,1.4,1,13,53.85,61.54,30.77,0,0,0,0,0,0,0,0,7.69,15.38,0,0,7.69,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,23.08,7.69,7.69,7.69,7.69,0,7.69,0,0,0,0,7.69,0,7.69,0,0,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,7.69,0,0
Justify technical details of a mechatronics solution(s) in written and oral forms.,13,99,50,63.54,25.77,13,46.15,53.85,30.77,0,0,0,0,0,0,0,0,7.69,15.38,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,15.38,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,7.69,0,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,23.08,7.69,0,0,0,0,0,0,0,0,15.38,0
Justify the application of bioinformatic research methodologies to visualise translational bioinformatics data.,12,99,50,1.79,25.77,12,66.67,50,25,0,0,0,0,0,0,0,0,8.33,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0
Justify the application of the proposed research methodologies to the research question  ,12,99,79.76,23.51,25.77,12,58.33,83.33,41.67,0,0,0,0,0,0,0,0,25,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,16.67,16.67,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justify the appropriate introductory MRI imaging sequences for given clinical indications across key body areas.,15,99,50,98.01,25.77,15,46.67,80,20,0,0,0,0,0,0,0,0,6.67,13.33,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,13.33,6.67,0,0,0,0,0,0,0,0,20,6.67,13.33,0,0,0,0,0,0,0,0,6.67,0,0,20,0,13.33,6.67,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0
"Justify the benefits of taking a public health approach to food, including economic, environmental and health impacts;",17,99,72.17,28.81,98.87,17,41.18,94.12,35.29,0,0,0,0,0,0,0,0,11.76,17.65,0,0,5.88,0,5.88,0,0,0,0,0,5.88,5.88,0,0,0,0,5.88,0,0,0,0,5.88,5.88,5.88,0,0,0,0,0,0,0,0,17.65,0,11.76,0,5.88,17.65,0,0,0,17.65,0,0,0,0,11.76,5.88,5.88,0,11.76,0,0,5.88,0,0,0,0,0,0,0,0,17.65,0,11.76,0,5.88,0,0,0,0,0,0,0
Justify the determination of project risk.,6,99,50,98.01,25.77,6,50,100,33.33,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,33.33,16.67,16.67,16.67,0,0,0,0,0,0,0,33.33,33.33,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,16.67,0,0,16.67,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0
Justify the ethical approaches nurses and midwives need to consider when caring for patients and their families.,17,74.42,88.03,28.81,98.87,17,41.18,82.35,41.18,5.88,5.88,0,0,0,0,5.88,0,5.88,11.76,0,5.88,17.65,0,11.76,5.88,0,5.88,0,0,5.88,5.88,0,0,0,0,11.76,5.88,0,0,0,17.65,11.76,5.88,5.88,0,0,0,0,0,0,0,5.88,0,5.88,0,0,11.76,5.88,0,0,5.88,0,0,11.76,0,11.76,5.88,0,5.88,0,5.88,5.88,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0
Justify the evidence used to make clinical decisions. Theme III: Scientific Basis of Clinical Practice,15,99,50,43.37,25.77,7.5,46.67,86.67,20,0,0,0,0,0,0,0,0,6.67,13.33,0,0,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,26.67,0,0,0,0,0,0,0,0,13.33,0,13.33,0,0,6.67,0,6.67,0,0,0,6.67,13.33,0,0,0,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,13.33,6.67,0,6.67,0,0,0,0,0,0,0,0
Justify the importance of a structured and systematic clinical approach in advanced paramedic practice.,14,99,50,89.63,99,14,64.29,78.57,35.71,0,0,0,0,0,0,0,0,14.29,14.29,0,0,7.14,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,7.14,7.14,7.14,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,28.57,0,21.43,0,14.29,0,0,7.14,0,21.43,14.29,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0
Justify the physical design and operational requirements for a typical clinical MRI system,13,99,50,1.4,25.77,13,46.15,84.62,30.77,0,0,0,0,0,0,0,0,15.38,7.69,0,0,7.69,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,7.69,0,0,0,0,0,0,0,0,30.77,0,30.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
